timestamp,type,source,sample_rate,duration,sample_index,time,samples
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,0,0.0,4.366
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,1,0.0001,3.676
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,2,0.0002,2.6936
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,3,0.0004,1.6925
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,4,0.0005,0.8943
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,5,0.0006,0.3635
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,6,0.0007,-0.0198
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,7,0.0009,-0.493
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,8,0.001,-1.2838
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,9,0.0011,-2.4803
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,10,0.0012,-3.9602
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,11,0.0013,-5.4157
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,12,0.0015,-6.4632
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,13,0.0016,-6.793
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,14,0.0017,-6.2921
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,15,0.0018,-5.0863
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,16,0.002,-3.4833
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,17,0.0021,-1.8438
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,18,0.0022,-0.4383
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,19,0.0023,0.6461
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,20,0.0024,1.51
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,21,0.0026,2.356
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,22,0.0027,3.3586
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,23,0.0028,4.5496
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,24,0.0029,5.7765
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,25,0.0031,6.7538
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,26,0.0032,7.1853
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,27,0.0033,6.9019
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,28,0.0034,5.9494
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,29,0.0035,4.5869
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,30,0.0037,3.1911
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,31,0.0038,2.1102
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,32,0.0039,1.5292
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,33,0.004,1.4072
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,34,0.0042,1.5123
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,35,0.0043,1.5377
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,36,0.0044,1.2447
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,37,0.0045,0.568
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,38,0.0046,-0.3634
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,39,0.0048,-1.2975
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,40,0.0049,-1.9875
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,41,0.005,-2.3161
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,42,0.0051,-2.3561
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,43,0.0052,-2.3387
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,44,0.0054,-2.5416
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,45,0.0055,-3.1503
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,46,0.0056,-4.1541
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,47,0.0057,-5.3291
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,48,0.0059,-6.3155
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,49,0.006,-6.759
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,50,0.0061,-6.4527
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,51,0.0062,-5.418
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,52,0.0063,-3.8896
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,53,0.0065,-2.2122
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,54,0.0066,-0.697
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,55,0.0067,0.4968
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,56,0.0068,1.4039
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,57,0.007,2.2001
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,58,0.0071,3.0833
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,59,0.0072,4.1454
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,60,0.0073,5.2979
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,61,0.0074,6.2862
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,62,0.0076,6.7914
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,63,0.0077,6.5703
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,64,0.0078,5.5738
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,65,0.0079,3.9847
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,66,0.0081,2.1586
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,67,0.0082,0.4914
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,68,0.0083,-0.7295
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,69,0.0084,-1.4245
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,70,0.0085,-1.7293
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,71,0.0087,-1.91
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,72,0.0088,-2.2257
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,73,0.0089,-2.8029
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,74,0.009,-3.5782
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,75,0.0092,-4.3355
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,76,0.0093,-4.8175
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,77,0.0094,-4.8591
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,78,0.0095,-4.4785
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,79,0.0096,-3.8818
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,80,0.0098,-3.3773
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,81,0.0099,-3.237
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,82,0.01,-3.5687
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,83,0.0101,-4.2565
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,84,0.0103,-5.0001
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,85,0.0104,-5.4345
2026-06-17T14:43:46,Audio,Microphone,8192,0.4999,86,0.0105,-5.2805
