t,x
0.0,4.366025403784439
0.0001220703125,3.6760321842572776
0.000244140625,2.693626153693505
0.0003662109375,1.6924515045105988
0.00048828125,0.8943356157789399
0.0006103515625,0.36348296479791165
0.000732421875,-0.019777904454648353
0.0008544921875,-0.49299485000554955
0.0009765625,-1.2838305509220387
0.0010986328125,-2.4802614510933805
0.001220703125,-3.9602392052086395
0.0013427734375,-5.415729659664174
0.00146484375,-6.463188070070843
0.0015869140625,-6.792981005476303
0.001708984375,-6.292124393850074
0.0018310546875,-5.086308307381255
0.001953125,-3.483273588499486
0.0020751953125,-1.8437572337305568
0.002197265625,-0.4383249593890963
0.0023193359375,0.646123812389962
0.00244140625,1.509957139837825
0.0025634765625,2.356013376214403
0.002685546875,3.358610226110675
0.0028076171875,4.5496021369613375
0.0029296875,5.776475206100932
0.0030517578125,6.753754615522202
0.003173828125,7.1853422246145255
0.0032958984375,6.901893816755578
0.00341796875,5.949442074758726
0.0035400390625,4.586901783857547
0.003662109375,3.1911410381717
0.0037841796875,2.1102418469289597
0.00390625,1.5292393094503223
0.0040283203125,1.407184405288313
0.004150390625,1.5122773376862388
0.0042724609375,1.5376940058026332
0.00439453125,1.244687415599285
0.0045166015625,0.5679835380165129
0.004638671875,-0.3634074019731731
0.0047607421875,-1.2974640363833951
0.0048828125,-1.9874607959468564
0.0050048828125,-2.316064234408528
0.005126953125,-2.3561394740245123
0.0052490234375,-2.338692397608452
0.00537109375,-2.5416464661659233
0.0054931640625,-3.150292425649073
0.005615234375,-4.154144436639219
0.0057373046875,-5.32911546578137
0.005859375,-6.3155305121604215
0.0059814453125,-6.759026347396701
0.006103515625,-6.452691933822379
0.0062255859375,-5.41800545715132
0.00634765625,-3.889607201040956
0.0064697265625,-2.2121834527472664
0.006591796875,-0.6970130005635531
0.0067138671875,0.49683464612193184
0.0068359375,1.4039327147381897
0.0069580078125,2.2001002570532866
0.007080078125,3.0832568806167484
0.0072021484375,4.145441298995215
0.00732421875,5.297874344704329
0.0074462890625,6.286243246257388
0.007568359375,6.791362759339742
0.0076904296875,6.570346675156674
0.0078125,5.5738253502917585
0.0079345703125,3.984657262485593
0.008056640625,2.1585794337463016
0.0081787109375,0.4913992378535885
0.00830078125,-0.7294929327600587
0.0084228515625,-1.424460009584361
0.008544921875,-1.729268797980129
0.0086669921875,-1.9099815847887829
0.0087890625,-2.2257222382284234
0.0089111328125,-2.80289507698735
0.009033203125,-3.5782184254300398
0.0091552734375,-4.335514559697475
0.00927734375,-4.817521169635321
0.0093994140625,-4.859138375362153
0.009521484375,-4.478511562777701
0.0096435546875,-3.881778094899869
0.009765625,-3.377261766397682
0.0098876953125,-3.2370348405276683
0.010009765625,-3.568708716836407
0.0101318359375,-4.256539518262979
0.01025390625,-5.000063606825984
0.0103759765625,-5.434541336796644
0.010498046875,-5.280515411137098
0.0106201171875,-4.456650965394587
0.0107421875,-3.106707246640082
0.0108642578125,-1.5303669516917626
0.010986328125,-0.050964543361019854
0.0111083984375,1.118846810348375
0.01123046875,1.952488977018489
0.0113525390625,2.5928603099594456
0.011474609375,3.253642317818399
0.0115966796875,4.086600511313446
0.01171875,5.0788426194510015
0.0118408203125,6.030247470040868
0.011962890625,6.62419830304909
0.0120849609375,6.561359250453746
0.01220703125,5.696462611639572
0.0123291015625,4.115654624368714
0.012451171875,2.1180977354326807
0.0125732421875,0.10838829424720486
0.0126953125,-1.5536005517449576
0.0128173828125,-2.6798554025890295
0.012939453125,-3.3034632141850317
0.0130615234375,-3.6305810774704788
0.01318359375,-3.919807713975208
0.0133056640625,-4.346112067455539
0.013427734375,-4.912605243175293
0.0135498046875,-5.450518919115651
0.013671875,-5.70638488472778
0.0137939453125,-5.474645786153864
0.013916015625,-4.712522018770139
0.0140380859375,-3.5817780500172365
0.01416015625,-2.3955223287711203
0.0142822265625,-1.4919952367983285
0.014404296875,-1.0913404342949655
0.0145263671875,-1.1999545312594844
0.0146484375,-1.606133254791885
0.0147705078125,-1.9698298041584699
0.014892578125,-1.9670343526508325
0.0150146484375,-1.4248508349462674
0.01513671875,-0.3879067253446234
0.0152587890625,0.91184078103589
0.015380859375,2.16593303593491
0.0155029296875,3.1285867313966076
0.015625,3.7197652075739382
0.0157470703125,4.045148779816877
0.015869140625,4.324992223581988
0.0159912109375,4.766407156794726
0.01611328125,5.44014140728263
0.0162353515625,6.221220380550244
0.016357421875,6.823602777278711
0.0164794921875,6.915651025160927
0.0166015625,6.265603370390521
0.0167236328125,4.851644617786326
0.016845703125,2.886376697179125
0.0169677734375,0.7436349013785015
0.01708984375,-1.1806710793135595
0.0172119140625,-2.612608000565757
0.017333984375,-3.486378889844561
0.0174560546875,-3.9365328837115534
0.017578125,-4.203053188798031
0.0177001953125,-4.495578426635601
0.017822265625,-4.880977431968573
0.0179443359375,-5.246855625369542
0.01806640625,-5.357756027221038
0.0181884765625,-4.977342101949228
0.018310546875,-3.998730580979411
0.0184326171875,-2.5207252565013114
0.0185546875,-0.832080943386944
0.0186767578125,0.6920240661756661
0.018798828125,1.7366614407812166
0.0189208984375,2.1720065782749653
0.01904296875,2.1006077262006078
0.0191650390625,1.8059076987327223
0.019287109375,1.6251235272458744
0.0194091796875,1.8033634786601689
0.01953125,2.393775338318796
0.0196533203125,3.2470276685489803
0.019775390625,4.092413946470849
0.0198974609375,4.671126869724413
0.02001953125,4.858863188622021
0.0201416015625,4.720536140984825
0.020263671875,4.471833836821355
0.0203857421875,4.365929167898283
0.0205078125,4.55876233942576
0.0206298828125,5.016800707044154
0.020751953125,5.512149714302042
0.0208740234375,5.710003635799859
0.02099609375,5.310929522613703
0.0211181640625,4.184848675749019
0.021240234375,2.436606280184439
0.0213623046875,0.3733993961442712
0.021484375,-1.6117401370172937
0.0216064453125,-3.188738893052073
0.021728515625,-4.20591330963917
0.0218505859375,-4.72224041887657
0.02197265625,-4.944997874127438
0.0220947265625,-5.1045411561781755
0.022216796875,-5.3263413249927725
0.0223388671875,-5.560939943839337
0.0224609375,-5.605020543239602
0.0225830078125,-5.204020144299725
0.022705078125,-4.188308814395072
0.0228271484375,-2.578643621392942
0.02294921875,-0.609929984407671
0.0230712890625,1.3407260400556962
0.023193359375,2.891989648027063
0.0233154296875,3.8021573175989447
0.0234375,4.055539717580135
0.0235595703125,3.85353663025348
0.023681640625,3.5152695785932377
0.0238037109375,3.3330537745411704
0.02392578125,3.4477325258007365
0.0240478515625,3.799029115211566
0.024169921875,4.171196280723312
0.0242919921875,4.310385779040235
0.0244140625,4.057422048439008
0.0245361328125,3.4330181638600177
0.024658203125,2.634910141114053
0.0247802734375,1.9475523381724182
0.02490234375,1.6059620888650619
0.0250244140625,1.6771688370664275
0.025146484375,2.0153948510340536
0.0252685546875,2.3138382993682582
0.025390625,2.231910703794299
0.0255126953125,1.5421267208706673
0.025634765625,0.23143104278811255
0.0257568359375,-1.4880700996745668
0.02587890625,-3.263392129733078
0.0260009765625,-4.7418431013822175
0.026123046875,-5.70584757744628
0.0262451171875,-6.141906471775497
0.0263671875,-6.2149220935819285
0.0264892578125,-6.162742983395918
0.026611328125,-6.162273963426972
0.0267333984375,-6.23114318619701
0.02685546875,-6.211965155060174
0.0269775390625,-5.847518394246878
0.027099609375,-4.912493165350162
0.0272216796875,-3.3405036799403978
0.02734375,-1.2862593198362862
0.0274658203125,0.9082947362612187
0.027587890625,2.8315821711441895
0.0277099609375,4.153279674837947
0.02783203125,4.7425941749819245
0.0279541015625,4.702468245186067
0.028076171875,4.305966107099878
0.0281982421875,3.864922003806371
0.0283203125,3.590911247836212
0.0284423828125,3.5111187214677164
0.028564453125,3.4756870203535315
0.0286865234375,3.250619487539602
0.02880859375,2.6508191809564163
0.0289306640625,1.6494767706082243
0.029052734375,0.411181301434138
0.0291748046875,-0.7683364870796634
0.029296875,-1.589354049563901
0.0294189453125,-1.884177281726365
0.029541015625,-1.6990297616911088
0.0296630859375,-1.2827883525849408
0.02978515625,-0.985593323912636
0.0299072265625,-1.1112998528538611
0.030029296875,-1.7888573212177983
0.0301513671875,-2.919334514641695
0.0302734375,-4.221249232548931
0.0303955078125,-5.35263743129203
0.030517578125,-6.054066281150236
0.0306396484375,-6.248124138252365
0.03076171875,-6.0516699496063655
0.0308837890625,-5.697695724419477
0.031005859375,-5.405394917086973
0.0311279296875,-5.260779100147286
0.03125,-5.165060487408774
0.0313720703125,-4.876392367601576
0.031494140625,-4.126975632488819
0.0316162109375,-2.7620428928270355
0.03173828125,-0.8361826313875713
0.0318603515625,1.3789632673294876
0.031982421875,3.4818012691047677
0.0321044921875,5.085975904662138
0.0322265625,5.960538702445248
0.0323486328125,6.1041396390412626
0.032470703125,5.722014615148335
0.0325927734375,5.1182885468860295
0.03271484375,4.553926646562178
0.0328369140625,4.13533588005413
0.032958984375,3.7835412915803173
0.0330810546875,3.2960528896925574
0.033203125,2.4704068622295488
0.0333251953125,1.2297307511706537
0.033447265625,-0.3103048046016799
0.0335693359375,-1.8666720462262976
0.03369140625,-3.0970714983027636
0.0338134765625,-3.742915625210295
0.033935546875,-3.742289206084369
0.0340576171875,-3.2607429358540063
0.0341796875,-2.6245128006773655
0.0343017578125,-2.184731047621778
0.034423828125,-2.1723487585291585
0.0345458984375,-2.6076078847036537
0.03466796875,-3.303108388998143
0.0347900390625,-3.957140434935421
0.034912109375,-4.293335998677022
0.0350341796875,-4.182349399723632
0.03515625,-3.6904138564911473
0.0352783203125,-3.0339483608354927
0.035400390625,-2.4630864476956704
0.0355224609375,-2.129974866453084
0.03564453125,-2.0047921119186682
0.0357666015625,-1.8803927963368965
0.035888671875,-1.4654049830509819
0.0360107421875,-0.5243559231892324
0.0361328125,0.9990521724173357
0.0362548828125,2.932666819790154
0.036376953125,4.924820480390251
0.0364990234375,6.571508571093709
0.03662109375,7.566563853059727
0.0367431640625,7.8092894901750505
0.036865234375,7.423390074501065
0.0369873046875,6.681219223773287
0.037109375,5.869990047921352
0.0372314453125,5.162228205255143
0.037353515625,4.5497490906903515
0.0374755859375,3.8702963666506696
0.03759765625,2.9126041467873742
0.0377197265625,1.5490011887452173
0.037841796875,-0.16838127200680997
0.0379638671875,-1.9951815967103372
0.0380859375,-3.574948009171273
0.0382080078125,-4.577700379376782
0.038330078125,-4.835214492241688
0.0384521484375,-4.411866223983677
0.03857421875,-3.5783603354192506
0.0386962890625,-2.6991756013654733
0.038818359375,-2.0832687480430145
0.0389404296875,-1.8638549059692742
0.0390625,-1.9595266014603803
0.0391845703125,-2.1318151370316283
0.039306640625,-2.110535708868353
0.0394287109375,-1.7278775558366573
0.03955078125,-0.9990326882847447
0.0396728515625,-0.11255114761761309
0.039794921875,0.6641693805491597
0.0399169921875,1.1192431515031285
0.0400390625,1.2067163701795425
0.0401611328125,1.079981141379186
0.040283203125,1.0304537054659895
0.0404052734375,1.3575512585843583
0.04052734375,2.2281106801863624
0.0406494140625,3.589069919376207
0.040771484375,5.173781734647099
0.0408935546875,6.6003787238638445
0.041015625,7.519258289204551
0.0411376953125,7.744844688984799
0.041259765625,7.314274358474543
0.0413818359375,6.449072297598736
0.04150390625,5.439936415217678
0.0416259765625,4.509289342037594
0.041748046875,3.7155457517501604
0.0418701171875,2.9429193234740327
0.0419921875,1.9803816176565714
0.0421142578125,0.6516108877877258
0.042236328125,-1.0663362448197846
0.0423583984375,-2.9932130748847836
0.04248046875,-4.7908324180220205
0.0426025390625,-6.085852648893993
